anchor_id,N_attempts,P_succ,P_conferr,tail_plan,tail_yaw,VaR_alpha,CVaR_alpha,E_Tacc_s,Med_Tacc_s
1,44,0.45454545454545453,0.0,0.15,0.0,0.6744224463539774,0.7456332995873987,1.2337399696904585,0.9632448126883126
2,36,0.2777777777777778,0.0,0.3,0.3,2.944287145947272,2.944287145947272,1.243400436273292,1.1938315348465902
